542	10079	5	85.13
644	13802	3	47.55
106	2361	3	7.54
101	3613	6	10.58
229	2052	7	70.08
101	1113	18	26.43
5902	102	3	6.75
16918	102	3	18.29
227	667	5	33.73
159	158	62	375.53
102	196	39	6.41
7441	14	3	8.78
102	6789	3	7.41
6861	122	3	22.27
848	5206	5	73.65
2162	1675	6	86.79
7542	105	3	14.07
103	4169	3	5.92
11586	8556	4	96.53
2676	263	7	77.47
103	1674	7	11.8
104	2061	19	105.04
149	124	152	859.4
109	207	13	16.29
173	138	6	5.95
142	5632	5	46.52
110	731	3	4.34
111	114	66	49.59
262	1873	9	96.45
101	9839	3	9.43
180	2338	8	76.19
4379	18094	3	65.3
11649	171	3	35.88
120	434	3	4.27
111	1849	3	10.04
7325	101	4	10.65
107	2648	3	9.2
7995	219	3	34.42
345	560	8	68.16
116	1129	13	72.76
118	403	8	21.75
207	225	18	113.08
7685	101	3	6.89
101	9205	3	7.99
197	624	3	14.97
102	644	18	19.37
161	451	3	10.23
106	3244	18	142.71
8826	104	4	23.9
101	6966	5	16.29
523	1007	3	25.94
1387	151	5	31.48
482	1933	3	29.68
133	4984	6	55.23
102	431	22	16.46
101	1049	26	54.03
901	3330	3	37.69
101	5883	5	13.31
2081	1620	3	38.18
103	739	8	4.48
102	2042	5	5.13
9136	738	3	44.65
163	91	11	71
6501	2180	5	88.22
156	209	3	4.15
937	103	18	40.95
973	968	3	29.48
103	586	16	19.25
933	101	11	4.74
479	136	7	28.45
991	85	5	43.13
578	125	6	21.03
300	106	8	4.3
5706	101	3	4.15
101	9283	4	13.81
9	4279	3	14.22
535	1176	3	27.1
1498	2746	7	106.25
236	152	3	4.95
2450	105	4	10.77
401	102	16	4.5
103	10111	4	21.83
2608	1012	3	36.4
646	516	3	22.95
240	155	3	5.25
116	541	8	24.31
837	107	7	16.36
2847	14	10	32.75
109	142	23	14.17
103	11202	4	21.83
101	4135	5	8.82
867	104	17	52.18
5158	101	5	11.17
584	134	3	8.33
691	1976	4	45.16
321	290	5	29.43
103	2925	3	3.91
1144	139	5	26.56
454	2155	3	30.16
1572	346	3	26.25
102	7081	3	8.19
2429	108	4	17.49
317	104	88	378.99
654	137	7	32.72
720	210	5	32.54
281	2535	4	39.65
2381	103	6	12.63
309	112	5	4.81
107	12460	3	22.59
2406	101	8	11.74
190	4982	4	40.95
4097	736	3	37.53
122	5531	3	20.85
105	3550	5	19.97
106	1570	21	121.31
101	9347	4	13.81
423	14767	3	49.37
406	128	6	17.76
1455	137	16	132.78
5889	103	3	8.36
2	1205	3	13.71
2726	109	4	18.68
704	102	10	4.15
111	468	4	5.17
112	330	19	64.25
109	699	3	4.11
112	2450	5	25.28
3604	456	3	33.69
238	1338	4	31.51
101	13597	4	21.15
303	123	7	16.52
6054	101	3	4.68
3270	103	6	16.72
13376	110	3	25.54
1218	104	6	10.67
206	106	14	6.24
108	2640	3	11.83
503	110	9	24.24
3537	103	5	13.12
267	3914	4	43.46
